cue,category,feature,relation,association,nWords,frequency
salt shaker,Utensils,a container,T-SUPER,container,1,7
salt shaker,Utensils,flavor,S-FUNC,flavor,1,5
salt shaker,Utensils,food,S-OBJECT,food,1,9
salt shaker,Utensils,used for salting,S-FUNC,salting,1,6
salt shaker,Utensils,contains salt,E-INCOMP,salt,1,18
salt shaker,Utensils,has holes,E-EXSURF,holes,1,5
salt shaker,Utensils,has spices,E-INCOMP,spices,1,5
salt shaker,Utensils,made of glass,E-MAT,glass,1,10
salt shaker,Utensils,found on the table,S-SPAT,table,1,6
sandwich,Food,is convenient,I-EVAL,convenient,1,7
sandwich,Food,is fast,E-SYS,fast,1,5
sandwich,Food,a food,T-SUPER,food,1,13
sandwich,Food,a foodstuff,T-SUPER,foodstuff,1,5
sandwich,Food,picnic,S-EVENT,picnic,1,6
sandwich,Food,is varied,T-SUBORD,varied,1,5
sandwich,Food,has bread,E-EXCOMP,bread,1,12
sandwich,Food,tastes good,I-EVAL,good,1,20
sandwich,Food,has cold meat,E-EXCOMP,cold meat,2,9
sandwich,Food,has ham and cheese,E-INCOMP,ham and cheese,3,6
saw,Tools,used by the carpenter,S-PERSON,carpenter,1,6
saw,Tools,a tool,T-SUPER,tool,1,17
saw,Tools,used for cutting,S-FUNC,cutting,1,17
saw,Tools,has grip,E-EXCOMP,grip,1,5
saw,Tools,has teeth,E-INCOMP,teeth,1,6
saw,Tools,used for cutting wood,S-FUNC,cutting,1,16
saw,Tools,made of metal,E-MAT,metal,1,7
saw,Tools,used for cutting down trees,S-FUNC,cutting,1,6
saxophone,Musical instruments,band,S-SOCORG,band,1,6
saxophone,Musical instruments,is golden,E-EXSURF,golden,1,7
saxophone,Musical instruments,music,S-FUNC,music,1,21
saxophone,Musical instruments,orchestra,E-WHOLE,orchestra,1,7
saxophone,Musical instruments,sound,S-FUNC,sound,1,5
saxophone,Musical instruments,a musical instrument,T-SUPER,musical instrument,2,20
saxophone,Musical instruments,a wind musical intrument,T-SUPER,wind musical intrument,3,11
scale,Devices,balance,E-ABSTR,balance,1,5
scale,Devices,used for weighing,S-FUNC,weighing,1,22
scissors,Utensils,used by the dressmaker,S-PERSON,dressmaker,1,6
scissors,Utensils,is sharp,E-EXSURF,sharp,1,15
scissors,Utensils,used for cutting,S-FUNC,cutting,1,27
scissors,Utensils,is useful,I-EVAL,useful,1,5
scissors,Utensils,used for cutting fabric,S-FUNC,cutting,1,6
scissors,Utensils,used for cutting hair,S-FUNC,cutting,1,5
scissors,Utensils,used for cutting paper,S-FUNC,cutting,1,6
scissors,Utensils,made of metal,E-MAT,metal,1,9
scorpion,Animals,an animal,T-SUPER,animal,1,15
scorpion,Animals,bites,E-BEH,bites,1,6
scorpion,Animals,is dangerous,I-EVAL,dangerous,1,13
scorpion,Animals,an insect,T-SUPER,insect,1,9
scorpion,Animals,is poisonous,E-SYS,poisonous,1,18
scorpion,Animals,lives under rocks,S-LOC,rocks,1,5
screw,Tools,screwdriver,S-OBJECT,screwdriver,1,5
screw,Tools,a tool,T-SUPER,tool,1,15
screw,Tools,used for fastenning,S-FUNC,fastenning,1,6
screw,Tools,used for furniture,S-OBJECT,furniture,1,5
screw,Tools,used for joining,S-FUNC,joining,1,10
screw,Tools,is useful,I-EVAL,useful,1,7
screw,Tools,made of metal,E-MAT,metal,1,18
screwdriver,Tools,screw,S-OBJECT,screw,1,20
screwdriver,Tools,a tool,T-SUPER,tool,1,18
screwdriver,Tools,used for removing screws,S-FUNC,screws,1,5
screwdriver,Tools,wood,S-OBJECT,wood,1,5
screwdriver,Tools,work,E-SYS,work,1,9
screwdriver,Tools,made of metal,E-MAT,metal,1,5
sea horse,Animals,an animal,T-SUPER,animal,1,6
sea horse,Animals,a fish,T-SUPER,fish,1,9
sea horse,Animals,love,S-SOCART,love,1,7
sea horse,Animals,is nice,I-EVAL,nice,1,9
sea horse,Animals,is small,E-QUANT,small,1,10
sea horse,Animals,lives in the sea,S-LOC,sea,1,10
sea horse,Animals,lives in the water,S-LOC,water,1,9
sea wolfe,Animals,an animal,T-SUPER,animal,1,12
sea wolfe,Animals,is black,E-EXSURF,black,1,5
sea wolfe,Animals,has wiskers,E-EXCOMP,wiskers,1,6
sea wolfe,Animals,Mar del Plata,S-LOC,Mar del Plata,3,NA
sea wolfe,Animals,has an unpleasant smell,I-EVAL,unpleasant,1,9
sea wolfe,Animals,lives in the sea,S-LOC,sea,1,15
seal,Animals,an animal,T-SUPER,animal,1,22
seal,Animals,a mammal,T-SUPER,mammal,1,6
seal,Animals,swims,E-BEH,swims,1,6
seal,Animals,eats fish,E-BEH,eats,1,6
seal,Animals,has fins,E-EXCOMP,fins,1,5
seal,Animals,has wiskers,E-EXCOMP,wiskers,1,7
seal,Animals,lives in the sea,S-LOC,sea,1,17
seal,Animals,lives in the water,S-LOC,water,1,11
shark,Animals,is aggressive,E-SYS,aggressive,1,8
shark,Animals,an animal,T-SUPER,animal,1,6
shark,Animals,is big,E-QUANT,big,1,13
shark,Animals,is catched,S-ACTION,catched,1,5
shark,Animals,is dangerous,I-EVAL,dangerous,1,5
shark,Animals,fear,I-EVAL,fear,1,6
shark,Animals,a fish,T-SUPER,fish,1,7
shark,Animals,movie,S-SOCART,movie,1,5
shark,Animals,is white,E-EXSURF,white,1,5
shark,Animals,has teeth,E-INCOMP,teeth,1,9
shark,Animals,lives in the sea,S-LOC,sea,1,13
shark,Animals,lives in the water,S-LOC,water,1,5
sheep,Animals,an animal,T-SUPER,animal,1,14
sheep,Animals,fabric,S-OBJECT,fabric,1,5
sheep,Animals,is good,I-EVAL,good,1,9
sheep,Animals,a mammal,T-SUPER,mammal,1,6
sheep,Animals,is meek,E-SYS,meek,1,9
sheep,Animals,a quadruped,T-SUPER,quadruped,1,5
sheep,Animals,used for making coats,S-ACTION,coats,1,6
sheep,Animals,eats grass,E-BEH,eats,1,6
sheep,Animals,gives milk,E-BEH,eats,1,7
sheep,Animals,has wool,E-EXCOMP,wool,1,27
sheep,Animals,eaten as meat,S-FUNC,meat,1,8
sheep,Animals,lives in the countryside,S-LOC,countryside,1,9
shirt,Clothing,clothing,T-SUPER,clothing,1,17
shirt,Clothing,is comfortable,I-EVAL,comfortable,1,6
shirt,Clothing,is elegant,I-EVAL,elegant,1,7
shirt,Clothing,different colors,E-EXSURF,colors,1,8
shirt,Clothing,has buttons,E-EXCOMP,buttons,1,14
shirt,Clothing,has a collar,E-EXCOMP,collar,1,5
shoe,Clothing,is comfortable,I-EVAL,comfortable,1,9
shoe,Clothing,used for protecting your feet,S-FUNC,protecting,1,6
shoe,Clothing,used for walking,S-FUNC,walking,1,8
shoe,Clothing,used on feet,T-SUPER,feet,1,6
shoe,Clothing,has shoelaces,E-EXCOMP,shoelaces,1,5
shoe,Clothing,made of leather,E-MAT,leather,1,14
shovel,Tools,used by the mason,S-PERSON,mason,1,5
shovel,Tools,a tool,T-SUPER,tool,1,12
shovel,Tools,used for digging,S-FUNC,digging,1,8
shovel,Tools,used for gardening,S-FUNC,gardening,1,8
shovel,Tools,used for planting plants,S-FUNC,planting,1,5
shovel,Tools,used for working,S-FUNC,working,1,12
shovel,Tools,used for gathering dust,S-FUNC,dust,1,18
showerhead,House parts,cleanliness,S-SOCART,cleanliness,1,9
showerhead,House parts,hot,E-EXSURF,hot,1,8
showerhead,House parts,hygiene,I-REP,hygiene,1,5
showerhead,House parts,rain,S-FUNC,rain,1,5
showerhead,House parts,is relaxing,I-EVAL,relaxing,1,7
showerhead,House parts,used for bathing,S-FUNC,bathing,1,6
showerhead,House parts,where water comes out,E-SYS,water,1,14
showerhead,House parts,found in the bathroom,S-LOC,bathroom,1,16
skeleton,Body parts,bones,S-OBJECT,bones,1,20
skeleton,Body parts,death,S-SOCART,death,1,7
skeleton,Body parts,osseous,E-EXCOMP,osseous,1,5
skeleton,Body parts,support of the body,S-FUNC,body,1,9
skirt,Clothing,clothing,T-SUPER,clothing,1,22
skirt,Clothing,is long,E-QUANT,long,1,13
skirt,Clothing,skirt,T-SYN,skirt,1,5
skirt,Clothing,used by women,S-PERSON,women,1,15
skirt,Clothing,different colors,E-EXSURF,colors,1,6
skirt,Clothing,is a warm clothing,T-SUPER,warm clothing,2,6
skirt,Clothing,eg_-_ is short,E-QUANT,short,1,16
skirt,Clothing,made of fabric,E-MAT,fabric,1,9
skull,Body parts,bones,S-OBJECT,bones,1,7
skull,Body parts,death,S-SOCART,death,1,13
skull,Body parts,skeleton,E-WHOLE,skeleton,1,5
skull,Body parts,terror,I-EVAL,terror,1,7
skull,Body parts,eg - human skull,T-SUBORD,human skull,2,5
skunk,Animals,an animal,T-SUPER,animal,1,17
skunk,Animals,is black,E-EXSURF,black,1,5
skunk,Animals,is small,E-QUANT,small,1,5
skunk,Animals,is smelly,E-EXSURF,smelly,1,28
skunk,Animals,is ugly,I-EVAL,ugly,1,7
skunk,Animals,is black and white,E-EXSURF,black and white,3,9
skunk,Animals,has a tail,E-EXCOMP,tail,1,5
skunk,Animals,lives in the countryside,S-LOC,countryside,1,9
sled,Vehicles,slides,E-BEH,slides,1,5
sled,Vehicles,used for snow,S-FUNC,snow,1,23
sled,Vehicles,a mean of transportation,T-SUPER,transportation,1,15
sled,Vehicles,pulled by dogs,S-LIVING,pulled,1,13
snail,Animals,is slimy,E-SYS,slimy,1,15
snail,Animals,is slow,E-SYS,slow,1,10
snail,Animals,eats plants,E-BEH,eats,1,5
snail,Animals,has a shell,E-EXCOMP,shell,1,7
snake,Animals,an animal,T-SUPER,animal,1,7
snake,Animals,is dangerous,I-EVAL,dangerous,1,8
snake,Animals,fear,I-EVAL,fear,1,8
snake,Animals,is long,E-QUANT,long,1,8
snake,Animals,is poisonous,E-SYS,poisonous,1,11
snake,Animals,is repulsive,I-EVAL,repulsive,1,5
snowman,Toys,used by children,S-PERSON,children,1,9
snowman,Toys,cold,E-SYS,cold,1,16
snowman,Toys,fun,E-ABSTR,fun,1,10
snowman,Toys,used for playing,S-FUNC,playing,1,11
snowman,Toys,winter,S-TIME,winter,1,6
snowman,Toys,has carrot,E-EXCOMP,carrot,1,7
snowman,Toys,found in Bariloche,S-LOC,Bariloche,1,NA
snowman,Toys,made of snow,E-MAT,snow,1,13
sock,Clothing,clothing,T-SUPER,clothing,1,13
sock,Clothing,used for keeping warm,S-FUNC,warm,1,11
sock,Clothing,used on feet,T-SUPER,feet,1,17
sock,Clothing,different colors,E-EXSURF,colors,1,6
sock,Clothing,is a warm clothing,T-SUPER,warm clothing,2,8
spatula,Utensils,paint,E-INCOMP,paint,1,5
spatula,Utensils,used for removing food,S-FUNC,food,1,5
spatula,Utensils,used for scraping,S-FUNC,scraping,1,5
spatula,Utensils,made of metal,E-MAT,metal,1,6
spatula,Utensils,made of wood,E-MAT,wood,1,6
spatula,Utensils,found in the kitchen,S-LOC,kitchen,1,10
spider,Animals,bites,E-BEH,bites,1,7
spider,Animals,is black,E-EXSURF,black,1,8
spider,Animals,is dangerous,I-EVAL,dangerous,1,6
spider,Animals,an insect,T-SUPER,insect,1,17
spider,Animals,is poisonous,E-SYS,poisonous,1,8
spider,Animals,spiderweb,E-BEH,spiderweb,1,11
spider,Animals,is ugly,I-EVAL,ugly,1,6
spider,Animals,has hair,E-EXCOMP,hair,1,10
spider,Animals,has legs,E-EXCOMP,legs,1,17
spider web,Constructions,dirt,S-PHYST,dirt,1,7
spider web,Constructions,fabric,S-OBJECT,fabric,1,9
spider web,Constructions,is fine,E-EXSURF,fine,1,10
spider web,Constructions,is sticky,E-EXSURF,sticky,1,6
spider web,Constructions,trap,S-FUNC,trap,1,5
spider web,Constructions,used for capturing,S-FUNC,capturing,1,8
spider web,Constructions,used for capturing insects,S-FUNC,capturing insects,2,5
spider web,Constructions,made by a spider,S-LIVING,spiderweb,1,11
spin,Toys,used by children,S-PERSON,children,1,11
spin,Toys,is colorful,E-EXSURF,colorful,1,8
spin,Toys,is funny,E-SYS,funny,1,6
spin,Toys,spins,E-BEH,spins,1,16
spin,Toys,a toy,T-SUPER,toy,1,19
spin,Toys,made of wood,E-MAT,wood,1,8
spinning wheel,Devices,fabric,S-OBJECT,fabric,1,9
spinning wheel,Devices,thread,S-OBJECT,thread,1,11
spinning wheel,Devices,wool,S-OBJECT,wool,1,7
spinning wheel,Devices,spinning wheel,S-OBJECT,spinning wheel,2,5
spoon,Utensils,a cutlery,T-SUPER,cutlery,1,10
spoon,Utensils,used for eating,S-FUNC,eating,1,10
spoon,Utensils,used for stirring,S-FUNC,stirring,1,8
spoon,Utensils,a utensil,T-SUPER,utensil,1,11
spoon,Utensils,used for eating soup,S-FUNC,soup,1,14
spoon,Utensils,made of metal,E-MAT,metal,1,6
spoon,Utensils,made of wood,E-MAT,wood,1,6
spoon,Utensils,found in the kitchen,S-LOC,kitchen,1,7
squash,Vegetables,a food,T-SUPER,food,1,9
squash,Vegetables,a foodstuff,T-SUPER,foodstuff,1,7
squash,Vegetables,is green,E-EXSURF,green,1,5
squash,Vegetables,is healthy,E-SYS,healthy,1,5
squash,Vegetables,is orange,E-EXSURF,orange,1,9
squash,Vegetables,is sweet,E-INSURF,sweet,1,8
squash,Vegetables,used for making puree,S-ACTION,puree,1,6
squash,Vegetables,a vegetable,T-SUPER,vegetable,1,13
squash,Vegetables,tastes good,I-EVAL,good,1,5
squirrel,Animals,an animal,T-SUPER,animal,1,21
squirrel,Animals,is brown,E-EXSURF,brown,1,8
squirrel,Animals,is cute,I-EVAL,cute,1,8
squirrel,Animals,is fast,E-SYS,fast,1,9
squirrel,Animals,is small,E-QUANT,small,1,12
squirrel,Animals,eats acorns,E-BEH,eats,1,6
squirrel,Animals,has hair,E-EXCOMP,hair,1,7
squirrel,Animals,lives in the tree,S-LOC,tree,1,9
star,Nature,is brilliant,E-EXSURF,brilliant,1,14
star,Nature,is distant,S-LOC,distant,1,5
star,Nature,is luminous,S-SPAT,luminous,1,5
star,Nature,night,E-BEH,night,1,11
star,Nature,gives light,E-EXSURF,light,1,13
star,Nature,found in the sky,S-TIME,sky,1,10
starfish,Animals,a mollusk,S-LOC,mollusk,1,5
starfish,Animals,lives in the sea,S-LOC,sea,1,9
stethoscope,Tools,heart,S-FUNC,heart,1,6
stethoscope,Tools,an instrument,E-MAT,instrument,1,6
stethoscope,Tools,used by physician,S-PERSON,physician,1,21
stethoscope,Tools,used for hearing heartbeats,S-PERSON,heartbeats,1,10
stethoscope,Tools,used for listening,S-FUNC,listening,1,8
stethoscope,Tools,made of metal,E-MAT,metal,1,6
stethoscope,Tools,found in the hospital,T-SUPER,hospital,1,5
stool,Furniture,is comfortable,I-EVAL,comfortable,1,9
stool,Furniture,a seat,T-SUPER,seat,1,7
stool,Furniture,is tall,E-QUANT,tall,1,7
stool,Furniture,used for resting,S-FUNC,resting,1,5
stool,Furniture,used for sitting,S-FUNC,sitting,1,12
stool,Furniture,made of metal,E-MAT,metal,1,6
stool,Furniture,made of wood,E-MAT,wood,1,18
stool,Furniture,found in the square,S-LOC,square,1,13
stork,Animals,an animal,T-SUPER,animal,1,7
stork,Animals,a bird,T-SUPER,bird,1,12
stork,Animals,flies,E-BEH,flies,1,13
stork,Animals,Paris,S-LOC,Paris,1,NA
stork,Animals,is white,E-EXSURF,white,1,5
stork,Animals,delivers babies,S-SOCART,babies,1,8
stork,Animals,has feathers,E-EXCOMP,feathers,1,12
stork,Animals,has legs,E-EXCOMP,legs,1,5
stork,Animals,has a beak,E-EXCOMP,beak,1,15
stork,Animals,lives in the lagoon,S-LOC,lagoon,1,6
stove,Devices,food,S-OBJECT,food,1,9
stove,Devices,used for cooking,S-FUNC,cooking,1,10
stove,Devices,eg - gas stove,S-OBJECT,gas stove,2,5
stove,Devices,has oven,E-INCOMP,oven,1,5
strawberry,Fruits,cream,S-OBJECT,cream,1,8
strawberry,Fruits,a dessert,T-SUPER,dessert,1,7
strawberry,Fruits,a fruit,T-SUPER,fruit,1,25
strawberry,Fruits,is red,E-EXSURF,red,1,21
strawberry,Fruits,is sweet,E-INSURF,sweet,1,8
strawberry,Fruits,ice cream,S-OBJECT,ice cream,2,5
strawberry,Fruits,tastes good,I-EVAL,good,1,14
stroller,Vehicles,baby,S-PERSON,baby,1,25
stroller,Vehicles,eg - toy,T-SUBORD,toy,1,5
stroller,Vehicles,used for riding,S-FUNC,riding,1,13
stroller,Vehicles,has wheels,E-EXCOMP,wheels,1,12
stroller,Vehicles,made of plastic,E-MAT,plastic,1,7
suitcase,Containers,clothes,S-OBJECT,clothes,1,17
suitcase,Containers,holidays,S-EVENT,holidays,1,5
suitcase,Containers,joy,I-EMOT,joy,1,5
suitcase,Containers,tirp,S-EVENT,tirp,1,24
suitcase,Containers,used for traveling,S-FUNC,traveling,1,5
suitcase,Containers,has wheels,E-EXCOMP,wheels,1,5
suitcase,Containers,made of leather,E-MAT,leather,1,7
sun,Nature,day,S-TIME,day,1,5
sun,Nature,heats,E-BEH,heats,1,14
sun,Nature,a star,T-SUPER,star,1,7
sun,Nature,gives life,E-BEH,life,1,7
sun,Nature,lights up,S-FUNC,lights up,2,5
sun,Nature,found in the sky,S-TIME,sky,1,6
swan,Animals,an animal,T-SUPER,animal,1,10
swan,Animals,a bird,T-SUPER,bird,1,6
swan,Animals,is elegant,I-EVAL,elegant,1,7
swan,Animals,is nice,I-EVAL,nice,1,10
swan,Animals,swims,E-BEH,swims,1,5
swan,Animals,is white,E-EXSURF,white,1,8
swan,Animals,has feathers,E-EXCOMP,feathers,1,10
swan,Animals,lays eggs,E-BEH,eggs,1,5
swan,Animals,has a beak,E-EXCOMP,beak,1,5
swan,Animals,lives in the lake,S-LOC,lake,1,10
swan,Animals,lives in the water,S-LOC,water,1,11
sweater,Clothing,clothing,T-SUPER,clothing,1,7
sweater,Clothing,eg - long,E-QUANT,long,1,5
sweater,Clothing,used for keeping warm,S-FUNC,warm,1,7
sweater,Clothing,is warm,E-SYS,warm,1,6
sweater,Clothing,is a warm clothing,T-SUPER,warm clothing,2,5
sweater,Clothing,made of wool,E-MAT,wool,1,12
sweater,Clothing,made of polar fleece,E-MAT,polar fleece,2,8
sweater,Clothing,used for covering of the cold,S-FUNC,cold,1,5
swing,Furniture,childhood,S-TIME,childhood,1,5
swing,Furniture,used by children,S-PERSON,children,1,19
swing,Furniture,is funny,E-SYS,funny,1,9
swing,Furniture,a game,T-SUPER,game,1,11
swing,Furniture,gives joy,I-EVAL,joy,1,5
swing,Furniture,has movement,E-SYS,movement,1,6
swing,Furniture,made of wood,E-MAT,wood,1,6
swing,Furniture,found in the square,S-LOC,square,1,18
swordfish,Animals,is catched,S-ACTION,catched,1,5
swordfish,Animals,is eaten,S-ACTION,eaten,1,8
swordfish,Animals,a fish,T-SUPER,fish,1,5
swordfish,Animals,lives in the sea,S-LOC,sea,1,15
syringe,Tools,a poke,S-ACTION,poke,1,5
syringe,Tools,used for injecting a shot,S-FUNC,shot,1,10
syringe,Tools,used to draw blood,S-FUNC,blood,1,9
syringe,Tools,vaccine,S-OBJECT,vaccine,1,6
syringe,Tools,produces pain,I-CONTIN,paint,1,6
table,Furniture,is big,E-QUANT,big,1,5
table,Furniture,is brown,E-EXSURF,brown,1,5
table,Furniture,meeting,S-EVENT,meeting,1,6
table,Furniture,is rectangular,E-EXSURF,rectangular,1,6
table,Furniture,is round,E-EXSURF,round,1,10
table,Furniture,is square,E-EXSURF,square,1,9
table,Furniture,used for eating,S-FUNC,eating,1,8
table,Furniture,has legs,E-EXCOMP,legs,1,10
table,Furniture,made of wood,E-MAT,wood,1,14
table,Furniture,found in the kitchen,S-LOC,kitchen,1,5
tambourine,Musical instruments,dance,S-EVENT,dance,1,5
tambourine,Musical instruments,joy,I-EMOT,joy,1,6
tambourine,Musical instruments,is noisy,E-SYS,noisy,1,6
tambourine,Musical instruments,is round,E-EXSURF,round,1,5
tambourine,Musical instruments,sound,S-FUNC,sound,1,5
tambourine,Musical instruments,used for making music,S-FUNC,music,1,11
tambourine,Musical instruments,a musical instrument,T-SUPER,musical instrument,2,14
tambourine,Musical instruments,has metal washers,E-EXCOMP,metal washers,2,5
tambourine,Musical instruments,made of wood,E-MAT,wood,1,5
tambourine,Musical instruments,a percussion musical instrument,T-SUPER,percussion musical instrument,3,7
telephone,Devices,eg - cellphone,T-SUBORD,cellphone,1,7
telephone,Devices,communication,S-FUNC,communication,1,12
telephone,Devices,a device,T-SUPER,device,1,6
telephone,Devices,rings,E-BEH,rings,1,7
telephone,Devices,used for communicating,S-FUNC,communicating,1,11
telephone,Devices,is useful,I-EVAL,useful,1,8
telephone,Devices,has a number,E-EXSURF,number,1,5
telescope,Tools,universe,S-FUNC,universe,1,6
telescope,Tools,used for looking at planets,S-FUNC,looking,1,11
telescope,Tools,used for looking at the moon,S-FUNC,looking,1,8
telescope,Tools,used for looking at the sky,S-FUNC,looking,1,8
telescope,Tools,used for looking at the stars,S-FUNC,looking,1,18
telescope,Tools,used for looking far away,S-FUNC,looking,1,5
television,Devices,company,I-REP,company,1,5
television,Devices,a device,T-SUPER,device,1,5
television,Devices,distraction,I-REP,distraction,1,6
television,Devices,entretains,S-FUNC,entretains,1,13
television,Devices,information,I-REP,information,1,7
television,Devices,news,S-SOCART,news,1,8
television,Devices,used for watching movies,S-FUNC,watching,1,8
television,Devices,used for watching programs,S-FUNC,watching,1,5
tennis racket,Objects,ball,S-OBJECT,ball,1,7
tennis racket,Objects,tennis,S-EVENT,tennis,1,24
tennis racket,Objects,used for playing,S-FUNC,playing,1,8
tennis racket,Objects,used for playing sports,S-FUNC,playing,1,18
tennis racket,Objects,has grip,E-EXCOMP,grip,1,5
tennis racket,Objects,has a net,E-EXCOMP,net,1,14
thermometer,Tools,feber,S-FUNC,feber,1,19
thermometer,Tools,eg - glass,E-MAT,glass,1,10
thermometer,Tools,heat,S-TIME,heat,1,6
thermometer,Tools,illness,I-CONTIN,illness,1,8
thermometer,Tools,used by physician,S-PERSON,physician,1,7
thermometer,Tools,has mercury,E-INCOMP,mercury,1,13
thermometer,Tools,used for measuring fever,S-FUNC,fever,1,7
thermometer,Tools,used for measuring temperature,S-FUNC,temperature,1,13
thermos,Containers,used for keeping the water warm,S-FUNC,water,1,14
thermos,Containers,used on trips,S-EVENT,trips,1,5
thermos,Containers,used for carrying water,S-FUNC,water,1,9
thermos,Containers,used for drinking mate,S-FUNC,mate,1,22
thermos,Containers,used for conserving the temperature,S-FUNC,conserving,1,14
thermos,Containers,found in the kitchen,S-LOC,kitchen,1,6
thimble,Tools,used by the seamstress,S-PERSON,seamstress,1,5
thimble,Tools,used for protecting,S-FUNC,protecting,1,11
thimble,Tools,used for sawing,S-FUNC,sawing,1,12
thimble,Tools,worn on the finger,S-LOC,finger,1,14
thimble,Tools,made of metal,E-MAT,metal,1,14
thimble,Tools,made of plastic,E-MAT,plastic,1,7
thread,Objects,clothes,S-OBJECT,clothes,1,8
thread,Objects,is fine,E-EXSURF,fine,1,8
thread,Objects,used for sawing,S-FUNC,sawing,1,17
thread,Objects,used for tying,S-FUNC,tying,1,6
thread,Objects,different colors,E-EXSURF,colors,1,11
thumb,Body parts,is fat,E-EXSURF,fat,1,14
thumb,Body parts,is small,E-QUANT,small,1,8
thumb,Body parts,has nail,E-EXCOMP,nail,1,7
thumb,Body parts,represents appoval,S-SOCART,approval,1,6
thumb,Body parts,found in the hand,S-LOC,hand,1,12
tie,Clothing,an accesory,T-SUPER,accessory,1,6
tie,Clothing,clothing,T-SUPER,clothing,1,12
tie,Clothing,is elegant,I-EVAL,elegant,1,9
tie,Clothing,knot,S-ACTION,knot,1,5
tie,Clothing,worn by men,S-PERSON,men,1,12
tie,Clothing,worn over shirts,S-LOC,shirts,1,5
tie,Clothing,worn with suits,S-OBJECT,suit,1,14
tie,Clothing,different colors,E-EXSURF,colors,1,5
tie,Clothing,made of silk,E-MAT,silk,1,5
tiger,Animals,an animal,T-SUPER,animal,1,20
tiger,Animals,a carnivore,T-SUPER,carnivore,1,7
tiger,Animals,is dangerous,I-EVAL,dangerous,1,7
tiger,Animals,a feline,T-SUPER,feline,1,14
tiger,Animals,is ferocious,E-SYS,ferocious,1,8
tiger,Animals,is strong,E-SYS,strong,1,5
tiger,Animals,is wild,E-SYS,wild,1,9
tiger,Animals,has stripes,E-EXCOMP,stripes,1,7
tiger,Animals,found in the zoo,S-LOC,zoo,1,5
tiger,Animals,lives in the jungle,S-LOC,jungle,1,12
tire,Objects,apart of the car,E-WHOLE,car,1,19
tire,Objects,a part of the bicycle,E-WHOLE,bicycle,1,6
tire,Objects,is black,E-EXSURF,black,1,5
tire,Objects,a part of the motorcycle,E-WHOLE,motorcycle,1,6
tire,Objects,is round,E-EXSURF,round,1,5
tire,Objects,a part of the truck,E-WHOLE,truck,1,6
tire,Objects,wheel,S-OBJECT,wheel,1,8
tire,Objects,made of rubber,E-MAT,rubber,1,14
tire,Objects,made of rubber,E-MAT,rubber,1,8
toad,Animals,an animal,T-SUPER,animal,1,12
toad,Animals,is eaten,S-ACTION,eaten,1,12
toad,Animals,is green,E-EXSURF,green,1,20
toad,Animals,humidity,S-PHYST,humidity,1,6
toad,Animals,jumps,E-BEH,jumps,1,9
toad,Animals,produces sounds,E-BEH,sounds,1,6
toad,Animals,lives in the puddle,S-LOC,puddle,1,6
toad,Animals,lives in the water,S-LOC,water,1,14
toaster,Devices,bread,S-FUNC,bread,1,12
toaster,Devices,breakfast,S-TIME,breakfast,1,9
toaster,Devices,is electrical,E-SYS,electrical,1,6
toaster,Devices,toasts,S-OBJECT,toasts,1,13
toaster,Devices,is useful,I-EVAL,useful,1,9
toe,Body parts,balance,E-ABSTR,balance,1,8
toe,Body parts,a part of the body,E-WHOLE,body,1,5
toe,Body parts,is fat,E-EXSURF,fat,1,9
toe,Body parts,is small,E-QUANT,small,1,6
toe,Body parts,used for walking,S-FUNC,walking,1,5
toe,Body parts,has nail,E-EXCOMP,nail,1,20
tomato,Fruits,a fruit,T-SUPER,fruit,1,11
tomato,Fruits,is red,E-EXSURF,red,1,10
tomato,Fruits,is tasty,I-EVAL,tasty,1,6
tomato,Fruits,used for making salad,S-ACTION,salad,1,16
tomato,Fruits,used for making sauce,S-ACTION,sauce,1,6
tomato,Fruits,tastes good,I-EVAL,good,1,9
toothbrush,Utensils,cavities,S-OBJECT,cavities,1,5
toothbrush,Utensils,hygiene,I-REP,hygiene,1,11
toothbrush,Utensils,toothpaste,S-OBJECT,toothpaste,1,5
toothbrush,Utensils,has bristles,E-EXCOMP,bristles,1,12
toothbrush,Utensils,used for cleaning your teeth,S-FUNC,cleaning,1,17
totem,Constructions,made of stone,E-MAT,stone,1,5
totem,Constructions,made of wood,E-MAT,wood,1,10
tractor,Vehicles,is big,E-QUANT,big,1,5
tractor,Vehicles,harvest,S-EVENT,harvest,1,6
tractor,Vehicles,a machine,T-SUPER,machine,1,9
tractor,Vehicles,a tool,T-SUPER,tool,1,5
tractor,Vehicles,used for plowing,S-FUNC,plowing,1,6
tractor,Vehicles,work,E-SYS,work,1,5
tractor,Vehicles,has wheels,E-EXCOMP,wheels,1,13
tractor,Vehicles,used for agricultural work,S-FUNC,agricultural work,2,7
tractor,Vehicles,found in the field,S-LOC,field,1,22
traffic light,Devices,cars,S-OBJECT,cars,1,7
traffic light,Devices,has colors,E-EXSURF,colors,1,13
traffic light,Devices,has lights,E-EXCOMP,lights,1,7
traffic light,Devices,used for controling traffic,S-FUNC,traffic,1,12
traffic light,Devices,is in the street,S-LOC,street,1,7
traffic light,Devices,found on street corners,S-LOC,street corner,2,8
traffic light,Devices,has a green light,E-EXSURF,green light,2,12
traffic light,Devices,has a red light,E-EXSURF,red light,2,11
traffic light,Devices,has a yellow light,E-EXSURF,yellow light,2,11
train,Vehicles,is big,E-QUANT,big,1,5
