cue,category,response,nWords,frequency,human1,human2,model1,model2
onion,Vegetables,a vegetable,1,6,T,T-SUPER,T,T-ONT
onion,Vegetables,eg - white,1,5,T,T-SUBORD,E,E-EXSURF
onion,Vegetables,has layers,1,6,E,E-EXCOMP,E,E-INCOMP
onion,Vegetables,makes cry,1,17,S,S-FUNC,S,S-EVENT
orange,Fruits,is acid,1,7,E,E-EXSURF,E,E-INSURF
orange,Fruits,a citrus,1,8,T,T-SUPER,T,T-SUPER
orange,Fruits,a fruit,1,18,T,T-SUPER,T,T-ONT
orange,Fruits,is juicy,1,6,E,E-INSURF,E,E-INSURF
orange,Fruits,is sweet,1,11,E,E-INSURF,E,E-INSURF
orange,Fruits,used for juice,1,9,S,S-FUNC,S,S-FUNC
orange,Fruits,has seeds,1,5,E,E-INCOMP,E,E-INCOMP
orange,Fruits,has skin,1,6,E,E-EXCOMP,E,E-EXCOMP
ostrich,Animals,an animal,1,7,T,T-SUPER,T,T-ONT
ostrich,Animals,is big,1,10,E,E-QUANT,E,E-QUANT
ostrich,Animals,a bird,1,9,T,T-SUPER,T,T-ONT
ostrich,Animals,is fast,1,13,E,E-SYS,E,E-SYS
ostrich,Animals,runs,1,5,E,E-BEH,E,E-BEH
ostrich,Animals,has feathers,1,15,E,E-EXCOMP,E,E-EXCOMP
ostrich,Animals,lays eggs,1,13,E,E-BEH,E,E-BEH
ostrich,Animals,has a beak,1,7,E,E-EXCOMP,E,E-EXCOMP
ostrich,Animals,lays big eggs,1,5,E,E-BEH,E,E-BEH
ostrich,Animals,lives in the countryside,1,7,S,S-LOC,S,S-LOC
oven mitt,Utensils,detergent,1,6,S,S-OBJECT,S,S-OBJECT
oven mitt,Utensils,oven,1,7,S,S-OBJECT,S,S-LOC
oven mitt,Utensils,tableware,1,6,S,S-OBJECT,T,T-SYN
oven mitt,Utensils,used for cleaning,1,12,S,S-FUNC,S,S-FUNC
oven mitt,Utensils,worn on the hand,1,8,S,S-LOC,S,S-FUNC
oven mitt,Utensils,different colors,1,5,E,E-EXSURF,E,E-EXSURF
oven mitt,Utensils,made of rubber,1,10,E,E-MAT,E,E-MAT
oven mitt,Utensils,protects the hand,1,9,S,S-FUNC,S,S-FUNC
oven mitt,Utensils,used for avoiding getting burned,1,8,S,S-FUNC,S,S-FUNC
owl,Animals,an animal,1,12,T,T-SUPER,T,T-ONT
owl,Animals,a bird,1,15,T,T-SUPER,T,T-SUPER
owl,Animals,is nocturnal,1,10,S,S-TIME,E,E-BEH
owl,Animals,has feathers,1,9,E,E-EXCOMP,E,E-EXCOMP
owl,Animals,makes noises,1,5,E,E-BEH,E,E-BEH
owl,Animals,lives in caves,1,5,S,S-LOC,S,S-LOC
paddle,Objects,ball,1,17,S,S-OBJECT,E,E-EXCOMP
paddle,Objects,net,1,8,S,S-OBJECT,E,E-EXCOMP
paddle,Objects,table,1,12,S,S-OBJECT,S,S-OBJECT
paddle,Objects,used for playing,1,21,S,S-FUNC,S,S-FUNC
paddle,Objects,used for playing sports,1,7,S,S-FUNC,S,S-ACTION
paddle,Objects,made of wood,1,13,E,E-MAT,E,E-MAT
paintbrush,Utensils,used by artists,1,7,S,S-PERSON,S,S-PERSON
paintbrush,Utensils,paint,1,15,E,E-INCOMP,S,S-OBJECT
paintbrush,Utensils,used by painters,1,6,S,S-PERSON,S,S-PERSON
paintbrush,Utensils,a tool,1,11,T,T-SUPER,T,T-SYN
paintbrush,Utensils,used for painting,1,20,S,S-FUNC,S,S-FUNC
paintbrush,Utensils,has bristles,1,14,E,E-EXCOMP,E,E-EXCOMP
paintbrush,Utensils,has grip,1,5,E,E-EXCOMP,E,E-EXCOMP
palm tree,Plants,hot,1,5,S,S-TIME,S,S-PHYST
palm tree,Plants,a plant,1,10,T,T-SUPER,T,T-ONT
palm tree,Plants,is tall,1,7,E,E-QUANT,E,E-QUANT
palm tree,Plants,a tree,1,5,T,T-SUPER,T,T-SYN
palm tree,Plants,gives coconuts,1,11,E,E-BEH,E,E-BEH
palm tree,Plants,gives shade,1,8,E,E-BEH,E,E-SYS
palm tree,Plants,found in the beache,1,11,S,S-LOC,S,S-LOC
panda,Animals,an animal,1,12,T,T-SUPER,T,T-ONT
panda,Animals,is big,1,6,E,E-QUANT,E,E-QUANT
panda,Animals,is endangered,1,11,E,E-SYS,E,E-SYS
panda,Animals,is furry,1,5,E,E-EXSURF,E,E-EXSURF
panda,Animals,is nice,1,7,I,I-EVAL,I,I-EVAL
panda,Animals,is tender,1,10,E,E-SYS,E,E-SYS
panda,Animals,is black and white,3,14,E,E-EXSURF,E,E-EXSURF
pants,Clothing,clothing,1,24,T,T-SUPER,T,T-SUPER
pants,Clothing,coat,1,9,T,T-SUPER,T,T-COORD
pants,Clothing,is comfortable,1,7,I,I-EVAL,E,E-SYS
pants,Clothing,eg - formal,1,5,T,T-SUBORD,T,T-INDIV
pants,Clothing,is long,1,11,E,E-QUANT,E,E-SYS
pants,Clothing,used by women,1,8,S,S-PERSON,S,S-PERSON
pants,Clothing,worn by men,1,11,S,S-PERSON,S,S-PERSON
pants,Clothing,different colors,1,7,E,E-EXSURF,E,E-EXSURF
pants,Clothing,eg - sport pants,2,7,T,T-SUBORD,T,T-SUBORD
pants,Clothing,eg_-_ is short,1,10,E,E-QUANT,E,E-QUANT
pants,Clothing,made of fabric,1,9,E,E-MAT,E,E-MAT
parrot,Animals,an animal,1,8,T,T-SUPER,T,T-ONT
parrot,Animals,a bird,1,9,T,T-SUPER,T,T-SYN
parrot,Animals,is chatty,1,7,E,E-SYS,E,E-BEH
parrot,Animals,flies,1,6,E,E-BEH,E,E-BEH
parrot,Animals,is green,1,11,E,E-EXSURF,E,E-EXSURF
parrot,Animals,talks,1,7,E,E-BEH,E,E-BEH
parrot,Animals,has feathers,1,6,E,E-EXCOMP,E,E-EXCOMP
peach,Fruits,dessert,1,5,T,T-SUPER,S,S-OBJECT
peach,Fruits,a fruit,1,16,T,T-SUPER,T,T-SYN
peach,Fruits,summer,1,6,S,S-TIME,S,S-TIME
peach,Fruits,is sweet,1,11,E,E-INSURF,E,E-INSURF
peach,Fruits,used to make smoothies,1,5,S,S-ACTION,S,S-FUNC
peach,Fruits,has fluff,1,6,E,E-EXCOMP,E,E-EXSURF
peach,Fruits,tastes good,1,17,I,I-EVAL,E,E-INSURF
peach,Fruits,has a pit,1,8,E,E-INCOMP,E,E-INCOMP
peacock,Animals,an animal,1,8,T,T-SUPER,T,T-ONT
peacock,Animals,a bird,1,14,T,T-SUPER,T,T-ONT
peacock,Animals,is nice,1,9,I,I-EVAL,I,I-EVAL
peacock,Animals,different colors,1,21,E,E-EXSURF,E,E-EXSURF
peacock,Animals,has feathers,1,15,E,E-EXCOMP,E,E-EXCOMP
peacock,Animals,has a tail,1,8,E,E-EXCOMP,E,E-EXCOMP
peacock,Animals,lives in the zoo,1,5,S,S-LOC,S,S-LOC
peanut,Fruits,beer,1,9,S,S-OBJECT,S,S-OBJECT
peanut,Fruits,is eaten,1,6,S,S-ACTION,S,S-ACTION
peanut,Fruits,a food,1,8,T,T-SUPER,S,S-FUNC
peanut,Fruits,a foodstuff,1,6,T,T-SUPER,T,T-ONT
peanut,Fruits,is salty,1,7,E,E-INSURF,E,E-INSURF
peanut,Fruits,snack,1,8,S,S-EVENT,S,S-FUNC
peanut,Fruits,a dried fruit,2,5,T,T-SUPER,T,T-ONT
peanut,Fruits,has skin,1,17,E,E-EXCOMP,E,E-EXCOMP
peanut,Fruits,tastes good,1,8,I,I-EVAL,E,E-INSURF
pear,Fruits,a fruit,1,21,T,T-SUPER,T,T-ONT
pear,Fruits,is juicy,1,10,E,E-INSURF,E,E-INSURF
pear,Fruits,summer,1,5,S,S-TIME,S,S-TIME
pear,Fruits,is sweet,1,12,E,E-INSURF,E,E-INSURF
pear,Fruits,is yellow,1,15,E,E-EXSURF,E,E-EXSURF
pear,Fruits,tastes good,1,12,I,I-EVAL,E,E-EXSURF
peas,Vegetables,is fine,1,8,E,E-EXSURF,E,E-SYS
peas,Vegetables,is green,1,12,E,E-EXSURF,E,E-EXSURF
peas,Vegetables,used for making salad,1,15,S,S-ACTION,S,S-FUNC
peas,Vegetables,a vegetable,1,6,T,T-SUPER,T,T-ONT
peas,Vegetables,a vegetable,1,5,T,T-SUPER,T,T-ONT
peas,Vegetables,is wide,1,7,E,E-EXSURF,E,E-QUANT
peas,Vegetables,tastes good,1,6,I,I-EVAL,I,I-EVAL
pen,Utensils,used for writing,1,25,S,S-FUNC,S,S-FUNC
pen,Utensils,is useful,1,6,I,I-EVAL,I,I-EVAL
pen,Utensils,different colors,1,5,E,E-EXSURF,E,E-EXSURF
pen,Utensils,has ink,1,8,E,E-INCOMP,E,E-INCOMP
pencil,Utensils,drawing,1,5,S,S-FUNC,S,S-FUNC
pencil,Utensils,used for writing,1,18,S,S-FUNC,S,S-FUNC
pencil,Utensils,different colors,1,9,E,E-EXSURF,E,E-EXSURF
pencil,Utensils,pencil sharpener,2,8,S,S-OBJECT,S,S-OBJECT
pencil,Utensils,has a lead,1,10,E,E-INCOMP,E,E-INCOMP
pencil,Utensils,made of wood,1,9,E,E-MAT,E,E-MAT
penguin,Animals,an animal,1,10,T,T-SUPER,T,T-ONT
penguin,Animals,a bird,1,6,T,T-SUPER,T,T-SYN
penguin,Animals,cold,1,14,E,E-SYS,E,E-SYS
penguin,Animals,ice,1,6,S,S-OBJECT,S,S-LOC
penguin,Animals,is black and white,3,6,E,E-EXSURF,E,E-EXSURF
penguin,Animals,lives in the sea,1,8,S,S-LOC,E,E-BEH
penguin,Animals,lives in the south,1,8,S,S-LOC,S,S-LOC
pepper,Vegetables,a food,1,7,T,T-SUPER,T,T-ONT
pepper,Vegetables,is green,1,16,E,E-EXSURF,E,E-EXSURF
pepper,Vegetables,is hot,1,12,E,E-EXSURF,E,E-INSURF
pepper,Vegetables,is red,1,18,E,E-EXSURF,E,E-EXSURF
pepper,Vegetables,a spice,1,8,T,T-SUPER,T,T-SUPER
pepper,Vegetables,is yellow,1,10,E,E-EXSURF,E,E-EXSURF
piano,Musical instruments,eg - grandpiano,1,7,T,T-SUBORD,T,T-SUBORD
piano,Musical instruments,is nice,1,7,I,I-EVAL,I,I-EVAL
piano,Musical instruments,sound,1,5,S,S-FUNC,E,E-EXSURF
piano,Musical instruments,used for making music,1,15,S,S-FUNC,S,S-FUNC
piano,Musical instruments,has keys,1,18,E,E-EXCOMP,E,E-EXCOMP
piano,Musical instruments,a musical instrument,2,14,T,T-SUPER,T,T-SYN
piano,Musical instruments,made of wood,1,5,E,E-MAT,E,E-MAT
picture,Objects,landscape,1,10,E,E-INCOMP,S,S-OBJECT
picture,Objects,memory,1,5,I,I-REP,I,I-REP
picture,Objects,an ornament,1,5,T,T-SUPER,S,S-OBJECT
picture,Objects,paint,1,7,E,E-INCOMP,E,E-MAT
picture,Objects,used for decoration,1,7,S,S-FUNC,S,S-FUNC
picture,Objects,has glass,1,6,E,E-EXCOMP,E,E-EXCOMP
picture,Objects,made of wood,1,7,E,E-MAT,E,E-MAT
pig,Animals,an animal,1,21,T,T-SUPER,T,T-ONT
pig,Animals,is dirty,1,13,I,I-EVAL,E,E-SYS
pig,Animals,is fat,1,8,E,E-EXSURF,E,E-SYS
pig,Animals,a food,1,14,T,T-SUPER,S,S-OBJECT
pig,Animals,tastes good,1,6,I,I-EVAL,E,E-INSURF
pig,Animals,lives in the pigsty,1,5,S,S-LOC,S,S-LOC
pinball machine,Toys,a game,1,29,T,T-SUPER,T,T-ONT
pinball machine,Toys,used for having fun,1,7,S,S-FUNC,S,S-FUNC
pinball machine,Toys,has a ball,1,15,E,E-INCOMP,E,E-EXCOMP
pineapple,Fruits,a fruit,1,27,T,T-SUPER,T,T-ONT
pineapple,Fruits,is juicy,1,10,E,E-INSURF,E,E-INSURF
pineapple,Fruits,is sweet,1,13,E,E-INSURF,E,E-INSURF
pineapple,Fruits,is tropical,1,7,S,S-LOC,E,E-SYS
pineapple,Fruits,used for desserts,1,5,S,S-ACTION,S,S-FUNC
pineapple,Fruits,tastes good,1,16,I,I-EVAL,E,E-INSURF
pineapple,Fruits,used for making fruit salad,2,8,S,S-ACTION,S,S-FUNC
pineapple,Fruits,has a hard skin,2,5,E,E-EXCOMP,E,E-EXSURF
pipe,Accessories,an element,1,6,T,T-ONT,T,T-ONT
pipe,Accessories,is smoked,1,21,S,S-FUNC,S,S-FUNC
pipe,Accessories,has tobacco,1,12,E,E-INCOMP,E,E-INCOMP
pipe,Accessories,peace pipe,2,5,E,E-ABSTR,T,T-SYN
pitcher,Containers,juice,1,8,S,S-OBJECT,E,E-INCOMP
pitcher,Containers,used for keeping fluids,1,17,S,S-FUNC,S,S-FUNC
pitcher,Containers,a utensil,1,6,T,T-SUPER,T,T-ONT
pitcher,Containers,water,1,7,E,E-INCOMP,S,S-OBJECT
pitcher,Containers,wine,1,5,S,S-OBJECT,S,S-OBJECT
pitcher,Containers,has a handle,1,5,E,E-EXCOMP,E,E-EXCOMP
pitcher,Containers,made of glass,1,12,E,E-MAT,E,E-MAT
pitcher,Containers,made of plastic,1,8,E,E-MAT,E,E-MAT
platypus,Animals,an animal,1,25,T,T-SUPER,T,T-ONT
platypus,Animals,is rare,1,8,I,I-EVAL,E,E-SYS
platypus,Animals,has a beak,1,5,E,E-EXCOMP,E,E-EXCOMP
pliers,Tools,a tool,1,20,T,T-SUPER,T,T-SYN
pliers,Tools,used for grabing,1,5,S,S-FUNC,S,S-FUNC
pliers,Tools,used for surgery,1,5,S,S-FUNC,S,S-FUNC
pliers,Tools,is useful,1,7,I,I-EVAL,E,E-SYS
pliers,Tools,made of metal,1,10,E,E-MAT,E,E-MAT
plug,House parts,cable,1,6,S,S-OBJECT,E,E-EXCOMP
plug,House parts,light,1,5,S,S-FUNC,S,S-FUNC
plug,House parts,used for connecting,1,6,S,S-FUNC,S,S-FUNC
plug,House parts,has legs,1,6,E,E-EXCOMP,E,E-SYS
plug,House parts,eg - iron plug,2,6,E,E-WHOLE,E,E-MAT
plug,House parts,provides electricity,1,14,S,S-FUNC,S,S-FUNC
plug,House parts,found on the wall,1,5,S,S-LOC,S,S-LOC
pot,Utensils,is big,1,7,E,E-QUANT,E,E-SYS
pot,Utensils,family,1,7,S,S-SOCORG,S,S-SOCORG
pot,Utensils,fire,1,7,S,S-OBJECT,S,S-OBJECT
pot,Utensils,stew,1,5,S,S-OBJECT,S,S-FUNC
pot,Utensils,used for cooking,1,5,S,S-FUNC,S,S-FUNC
pot,Utensils,found in the kitchen,1,7,S,S-LOC,S,S-LOC
potato,Vegetables,is cooked,1,5,S,S-ACTION,S,S-ACTION
potato,Vegetables,is eaten,1,9,S,S-ACTION,S,S-ACTION
potato,Vegetables,a foodstuff,1,9,T,T-SUPER,T,T-ONT
potato,Vegetables,a tuber,1,7,T,T-SUPER,T,T-SUBORD
potato,Vegetables,used for making puree,1,9,S,S-ACTION,S,S-FUNC
potato,Vegetables,french fries,2,6,S,S-ACTION,S,S-FUNC
potato,Vegetables,tastes good,1,6,I,I-EVAL,I,I-EVAL
potato,Vegetables,grows below the earth,1,7,S,S-LOC,E,E-BEH
pretzel,Food,a cookie,1,8,T,T-SUPER,T,T-SYN
pretzel,Food,a food,1,9,T,T-SUPER,T,T-SYN
pretzel,Food,is salty,1,8,E,E-INSURF,E,E-EXSURF
pretzel,Food,tastes good,1,7,I,I-EVAL,E,E-INSURF
pretzel,Food,from united states,2,7,S,S-LOC,S,S-LOC
propeller,Objects,airplane,1,24,E,E-WHOLE,E,E-WHOLE
propeller,Objects,helicopter,1,12,E,E-WHOLE,E,E-WHOLE
propeller,Objects,ship,1,14,E,E-WHOLE,E,E-WHOLE
propeller,Objects,used for flying,1,5,S,S-FUNC,S,S-FUNC
pumpkin,Vegetables,is eaten,1,6,S,S-ACTION,S,S-ACTION
pumpkin,Vegetables,a food,1,9,T,T-SUPER,S,S-FUNC
pumpkin,Vegetables,is orange,1,8,E,E-EXSURF,E,E-EXSURF
pumpkin,Vegetables,pumpkin,1,10,T,T-COORD,T,T-SYN
pumpkin,Vegetables,is sweet,1,9,E,E-INSURF,E,E-INSURF
pumpkin,Vegetables,used for making puree,1,8,S,S-ACTION,S,S-FUNC
pumpkin,Vegetables,a vegetable,1,7,T,T-SUPER,T,T-SYN
pumpkin,Vegetables,a vegetable,1,5,T,T-SUPER,T,T-SYN
pumpkin,Vegetables,is yellow,1,5,E,E-EXSURF,E,E-EXSURF
pumpkin,Vegetables,has seeds,1,8,E,E-INCOMP,E,E-INCOMP
pumpkin,Vegetables,tastes good,1,5,I,I-EVAL,E,E-INSURF
pyramid,Constructions,is ancient,1,5,S,S-TIME,E,E-SYS
pyramid,Constructions,pharaoh,1,5,S,S-PERSON,S,S-PERSON
rabbit,Animals,an animal,1,17,T,T-SUPER,T,T-ONT
rabbit,Animals,is domestic,1,5,T,T-SUPER,E,E-SYS
rabbit,Animals,is eaten,1,11,S,S-ACTION,S,S-ACTION
rabbit,Animals,jumps,1,6,E,E-BEH,E,E-BEH
rabbit,Animals,is soft,1,6,E,E-EXSURF,E,E-EXSURF
rabbit,Animals,is tender,1,5,E,E-SYS,E,E-SYS
rabbit,Animals,is white,1,10,E,E-EXSURF,E,E-EXSURF
rabbit,Animals,eats carrots,1,7,E,E-BEH,E,E-BEH
rabbit,Animals,has ears,1,8,E,E-EXCOMP,E,E-EXCOMP
rake,Tools,a tool,1,5,T,T-SUPER,T,T-ONT
rake,Tools,used for cleaning,1,7,S,S-FUNC,S,S-FUNC
rake,Tools,used for gathering,1,6,S,S-FUNC,S,S-ACTION
rake,Tools,used for working the land,1,7,S,S-FUNC,S,S-FUNC
rake,Tools,has teeth,1,9,E,E-INCOMP,E,E-EXCOMP
rake,Tools,used for gathering leaves,1,5,S,S-FUNC,S,S-FUNC
rake,Tools,made of iron,1,5,E,E-MAT,E,E-MAT
rat,Animals,an animal,1,16,T,T-SUPER,T,T-ONT
rat,Animals,is dangerous,1,13,I,I-EVAL,E,E-SYS
rat,Animals,is dirty,1,7,I,I-EVAL,E,E-SYS
rat,Animals,is disgusting,1,10,I,I-EVAL,I,I-EVAL
rat,Animals,is gray,1,5,E,E-EXSURF,E,E-EXSURF
rat,Animals,illness,1,12,I,I-CONTIN,S,S-EVENT
rat,Animals,a rodent,1,14,T,T-SUPER,T,T-ONT
rat,Animals,is ugly,1,6,I,I-EVAL,I,I-EVAL
rat,Animals,has a tail,1,6,E,E-EXCOMP,E,E-EXCOMP
ray,Animals,an animal,1,6,T,T-SUPER,T,T-ONT
ray,Animals,is catched,1,7,S,S-ACTION,S,S-ACTION
ray,Animals,is eaten,1,12,S,S-ACTION,S,S-ACTION
ray,Animals,a fish,1,8,T,T-SUPER,T,T-ONT
ray,Animals,is poisonous,1,5,E,E-SYS,E,E-SYS
ray,Animals,swims,1,6,E,E-BEH,E,E-BEH
ray,Animals,has a tail,1,9,E,E-EXCOMP,E,E-EXCOMP
ray,Animals,lives in the sea,1,12,S,S-LOC,S,S-LOC
ray,Animals,lives in the water,1,7,S,S-LOC,S,S-LOC
record player,Devices,is ancient,1,15,S,S-TIME,E,E-SYS
record player,Devices,dance,1,5,S,S-EVENT,S,S-EVENT
record player,Devices,disks,1,8,S,S-OBJECT,E,E-INCOMP
record player,Devices,music,1,13,S,S-FUNC,S,S-FUNC
record player,Devices,used for listening to music,1,5,S,S-FUNC,S,S-FUNC
record player,Devices,has a pick,1,5,E,E-EXCOMP,E,E-EXCOMP
refrigerator,Devices,cools,1,7,E,E-BEH,E,E-SYS
refrigerator,Devices,food,1,6,S,S-OBJECT,S,S-OBJECT
refrigerator,Devices,food,1,5,S,S-OBJECT,S,S-OBJECT
refrigerator,Devices,freezes,1,5,E,E-BEH,S,S-FUNC
refrigerator,Devices,used for preserving food,1,6,S,S-FUNC,S,S-FUNC
refrigerator,Devices,is white,1,11,E,E-EXSURF,E,E-EXSURF
refrigerator,Devices,gives cold,1,9,E,E-BEH,S,S-FUNC
refrigerator,Devices,has a freezer,1,5,E,E-EXCOMP,E,E-INCOMP
rhea,Animals,an animal,1,14,T,T-SUPER,T,T-ONT
rhea,Animals,is big,1,7,E,E-QUANT,E,E-QUANT
rhea,Animals,a bird,1,13,T,T-SUPER,T,T-SYN
rhea,Animals,is fast,1,13,E,E-SYS,E,E-SYS
rhea,Animals,runs,1,10,E,E-BEH,E,E-BEH
rhea,Animals,has feathers,1,11,E,E-EXCOMP,E,E-EXCOMP
rhea,Animals,lays eggs,1,10,E,E-BEH,E,E-BEH
rhinoceros,Animals,an animal,1,16,T,T-SUPER,T,T-ONT
rhinoceros,Animals,is big,1,18,E,E-QUANT,E,E-SYS
rhinoceros,Animals,is gray,1,12,E,E-EXSURF,E,E-EXSURF
rhinoceros,Animals,is herbivorous,1,5,T,T-SUPER,E,E-SYS
rhinoceros,Animals,is wild,1,8,E,E-SYS,E,E-SYS
rhinoceros,Animals,has a horn,1,10,E,E-EXCOMP,E,E-EXCOMP
rhinoceros,Animals,lives in the jungle,1,7,S,S-LOC,S,S-LOC
ring,Accessories,is a jewel,1,6,T,T-SUPER,T,T-SUPER
ring,Accessories,an ornament,1,5,T,T-SUPER,T,T-ONT
ring,Accessories,is round,1,8,E,E-EXSURF,E,E-EXSURF
ring,Accessories,is worn on fingers,1,8,S,S-LOC,S,S-FUNC
ring,Accessories,represents commitment,1,10,S,S-SOCART,S,S-SOCART
ring,Accessories,eg - wedding ring,2,8,T,T-SUBORD,T,T-SUBORD
ring,Accessories,made of gold,1,14,E,E-MAT,E,E-MAT
ring,Accessories,made of platinum,1,5,E,E-MAT,E,E-MAT
ring,Accessories,made of silver,1,7,E,E-MAT,E,E-MAT
rocket,Vehicles,is fast,1,9,E,E-SYS,E,E-SYS
rocket,Vehicles,is noisy,1,6,E,E-SYS,E,E-SYS
rocket,Vehicles,is spatial,1,5,T,T-SUBORD,E,E-SYS
rocket,Vehicles,speed,1,5,E,E-SYS,E,E-SYS
rocket,Vehicles,used for travelling to space,1,5,S,S-FUNC,S,S-FUNC
rocket,Vehicles,goes to moon,1,6,E,E-BEH,S,S-EVENT
rocket,Vehicles,a mean of transportation,1,6,T,T-SUPER,S,S-FUNC
rocket,Vehicles,found in the space,1,11,S,S-LOC,S,S-LOC
rocking chair,Furniture,a chair,1,6,T,T-SUPER,T,T-SUBORD
rocking chair,Furniture,is comfortable,1,6,I,I-EVAL,E,E-SYS
rocking chair,Furniture,used by grandmothers,1,14,S,S-PERSON,S,S-PERSON
rocking chair,Furniture,used for relaxing,1,9,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,used for resting,1,7,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,used for rocking,1,6,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,used for sleeping,1,7,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,eg - wicker,1,5,E,E-MAT,E,E-MAT
rocking chair,Furniture,made of wood,1,10,E,E-MAT,E,E-MAT
roller skate,Objects,a sport,1,11,T,T-SUPER,S,S-EVENT
roller skate,Objects,used for sliding,1,9,S,S-FUNC,S,S-FUNC
roller skate,Objects,used on ice,1,5,S,S-LOC,S,S-SPAT
roller skate,Objects,has wheels,1,17,E,E-EXCOMP,E,E-EXCOMP
rolling pin,Utensils,dough,1,6,S,S-OBJECT,S,S-OBJECT
rolling pin,Utensils,is hard,1,6,E,E-EXSURF,E,E-SYS
rolling pin,Utensils,used for kneading,1,9,S,S-FUNC,S,S-FUNC
rolling pin,Utensils,used for making pasta,1,8,S,S-FUNC,S,S-FUNC
rolling pin,Utensils,is useful,1,5,I,I-EVAL,I,I-EVAL
rolling pin,Utensils,a utensil,1,7,T,T-SUPER,T,T-ONT
rolling pin,Utensils,made of wood,1,17,E,E-MAT,E,E-MAT
rolling pin,Utensils,found in the kitchen,1,17,S,S-LOC,S,S-LOC
rooster,Animals,an animal,1,7,T,T-SUPER,T,T-ONT
rooster,Animals,a bird,1,12,T,T-SUPER,T,T-ONT
rooster,Animals,hen,1,9,T,T-COORD,T,T-COORD
rooster,Animals,henhouse,1,10,S,S-LOC,S,S-LOC
rooster,Animals,sings,1,15,E,E-BEH,E,E-BEH
rooster,Animals,has feathers,1,10,E,E-EXCOMP,E,E-EXCOMP
rooster,Animals,has a comb,1,12,E,E-EXCOMP,E,E-EXCOMP
rooster,Animals,lives in the countryside,1,8,S,S-LOC,S,S-LOC
rope,Objects,is long,1,6,E,E-QUANT,E,E-QUANT
rope,Objects,string,1,5,T,T-SYN,T,T-SYN
rope,Objects,used for hanging,1,6,S,S-FUNC,S,S-FUNC
rope,Objects,used for hanging clothes,1,6,E,E-MAT,S,S-FUNC
rope,Objects,used for jumping,1,14,S,S-FUNC,S,S-FUNC
rope,Objects,used for tying,1,18,S,S-FUNC,S,S-FUNC
rose,Plants,a flower,1,18,T,T-SUPER,T,T-SYN
rose,Plants,is nice,1,10,S,S-ACTION,I,I-EVAL
rose,Plants,is nice,1,8,S,S-ACTION,I,I-EVAL
rose,Plants,is nice,1,10,I,I-EVAL,I,I-EVAL
rose,Plants,is nice,1,8,I,I-EVAL,I,I-EVAL
rose,Plants,present,1,5,I,I-REP,S,S-OBJECT
rose,Plants,different colors,1,10,E,E-EXSURF,E,E-EXSURF
rose,Plants,has perfume,1,14,E,E-EXSURF,E,E-EXSURF
rose,Plants,has thorns,1,5,E,E-EXCOMP,E,E-EXCOMP
rose,Plants,represents love,1,5,S,S-SOCART,I,I-REP
rose,Plants,found in the garden,1,11,S,S-LOC,S,S-LOC
rugby ball,Objects,is oval,1,19,E,E-EXSURF,E,E-EXSURF
rugby ball,Objects,used for playing,1,12,S,S-FUNC,S,S-FUNC
rugby ball,Objects,used for playing sports,1,8,S,S-FUNC,S,S-FUNC
rugby ball,Objects,made of leather,1,13,E,E-MAT,E,E-MAT
ruler,Utensils,used for measuring,1,13,S,S-FUNC,S,S-FUNC
ruler,Utensils,has a number,1,6,E,E-EXSURF,E,E-EXCOMP
ruler,Utensils,made of plastic,1,6,E,E-MAT,E,E-MAT
ruler,Utensils,made of wood,1,7,E,E-MAT,E,E-MAT
saddle,Objects,used for mounting,1,10,S,S-FUNC,S,S-FUNC
saddle,Objects,has stirrups,1,10,E,E-EXCOMP,E,E-EXCOMP
saddle,Objects,made of leather,1,16,E,E-MAT,E,E-MAT
saddle,Objects,used for riding a horse,1,26,S,S-FUNC,S,S-FUNC
safe,Containers,documents,1,5,S,S-OBJECT,S,S-OBJECT
safe,Containers,jewelry,1,5,S,S-OBJECT,S,S-OBJECT
safe,Containers,money,1,13,S,S-OBJECT,S,S-OBJECT
safe,Containers,safety,1,23,S,S-SOCART,S,S-FUNC
safe,Containers,used for storing things,1,21,S,S-FUNC,S,S-FUNC
safe,Containers,has a key,1,7,E,E-SYS,E,E-EXCOMP
safe,Containers,made of metal,1,5,E,E-MAT,E,E-MAT
safe,Containers,found in the bank,1,7,S,S-LOC,S,S-LOC
sailboat,Vehicles,has_sail,1,7,E,E-EXCOMP,E,E-EXCOMP
sailboat,Vehicles,a ship,1,7,T,T-SUPER,T,T-SUPER
sailboat,Vehicles,tirp,1,6,S,S-EVENT,S,S-EVENT
sailboat,Vehicles,uses wind,1,6,I,I-CONTIN,E,E-BEH
sailboat,Vehicles,found in the sea,1,14,S,S-LOC,S,S-LOC
salt shaker,Utensils,a container,1,7,T,T-SUPER,T,T-ONT
salt shaker,Utensils,flavor,1,5,S,S-FUNC,S,S-FUNC
salt shaker,Utensils,food,1,9,S,S-OBJECT,S,S-FUNC
salt shaker,Utensils,used for salting,1,6,S,S-FUNC,S,S-FUNC
salt shaker,Utensils,contains salt,1,18,E,E-INCOMP,S,S-FUNC
salt shaker,Utensils,has holes,1,5,E,E-EXSURF,E,E-EXCOMP
