cue,category,response,nWords,frequency,human1,human2,model1,model2
parrot,Animals,bird,1,9,T,T-SUPER,T,T-SYN
parrot,Animals,chatty,1,7,E,E-SYS,E,E-BEH
parrot,Animals,flies,1,6,E,E-BEH,E,E-BEH
parrot,Animals,green,1,11,E,E-EXSURF,E,E-EXSURF
parrot,Animals,talks,1,7,E,E-BEH,E,E-BEH
parrot,Animals,feathers,1,6,E,E-EXCOMP,E,E-EXCOMP
peach,Fruits,dessert,1,5,T,T-SUPER,S,S-FUNC
peach,Fruits,fruit,1,16,T,T-SUPER,T,T-SUPER
peach,Fruits,summer,1,6,S,S-TIME,S,S-TIME
peach,Fruits,sweet,1,11,E,E-INSURF,E,E-INSURF
peach,Fruits,smoothies,1,5,S,S-ACTION,S,S-OBJECT
peach,Fruits,fluff,1,6,E,E-EXCOMP,E,E-EXSURF
peach,Fruits,good,1,17,I,I-EVAL,I,I-EVAL
peach,Fruits,pit,1,8,E,E-INCOMP,E,E-INCOMP
peacock,Animals,animal,1,8,T,T-SUPER,T,T-ONT
peacock,Animals,bird,1,14,T,T-SUPER,T,T-SUPER
peacock,Animals,nice,1,9,I,I-EVAL,I,I-EVAL
peacock,Animals,colors,1,21,E,E-EXSURF,E,E-EXSURF
peacock,Animals,feathers,1,15,E,E-EXCOMP,E,E-EXCOMP
peacock,Animals,tail,1,8,E,E-EXCOMP,E,E-EXCOMP
peacock,Animals,zoo,1,5,S,S-LOC,S,S-LOC
peanut,Fruits,beer,1,9,S,S-OBJECT,S,S-OBJECT
peanut,Fruits,eaten,1,6,S,S-ACTION,S,S-ACTION
peanut,Fruits,food,1,8,T,T-SUPER,T,T-SUPER
peanut,Fruits,foodstuff,1,6,T,T-SUPER,T,T-SUPER
peanut,Fruits,salty,1,7,E,E-INSURF,E,E-INSURF
peanut,Fruits,snack,1,8,S,S-EVENT,S,S-FUNC
peanut,Fruits,dried fruit,2,5,T,T-SUPER,T,T-SUPER
peanut,Fruits,skin,1,17,E,E-EXCOMP,E,E-EXCOMP
peanut,Fruits,good,1,8,I,I-EVAL,I,I-EVAL
pear,Fruits,fruit,1,21,T,T-SUPER,T,T-ONT
pear,Fruits,juicy,1,10,E,E-INSURF,E,E-INSURF
pear,Fruits,summer,1,5,S,S-TIME,S,S-TIME
pear,Fruits,sweet,1,12,E,E-INSURF,E,E-INSURF
pear,Fruits,yellow,1,15,E,E-EXSURF,E,E-EXSURF
pear,Fruits,good,1,12,I,I-EVAL,I,I-EVAL
peas,Vegetables,fine,1,8,E,E-EXSURF,I,I-EVAL
peas,Vegetables,green,1,12,E,E-EXSURF,E,E-EXSURF
peas,Vegetables,salad,1,15,S,S-ACTION,S,S-OBJECT
peas,Vegetables,vegetable,1,6,T,T-SUPER,T,T-SUPER
peas,Vegetables,vegetable,1,5,T,T-SUPER,T,T-SUPER
peas,Vegetables,wide,1,7,E,E-EXSURF,E,E-QUANT
peas,Vegetables,good,1,6,I,I-EVAL,I,I-EVAL
pen,Utensils,writing,1,25,S,S-FUNC,S,S-FUNC
pen,Utensils,useful,1,6,I,I-EVAL,I,I-EVAL
pen,Utensils,colors,1,5,E,E-EXSURF,E,E-EXSURF
pen,Utensils,ink,1,8,E,E-INCOMP,E,E-INCOMP
pencil,Utensils,drawing,1,5,S,S-FUNC,S,S-FUNC
pencil,Utensils,writing,1,18,S,S-FUNC,S,S-FUNC
pencil,Utensils,colors,1,9,E,E-EXSURF,E,E-EXSURF
pencil,Utensils,pencil sharpener,2,8,S,S-OBJECT,S,S-OBJECT
pencil,Utensils,lead,1,10,E,E-INCOMP,E,E-INCOMP
pencil,Utensils,wood,1,9,E,E-MAT,E,E-MAT
penguin,Animals,animal,1,10,T,T-SUPER,T,T-ONT
penguin,Animals,bird,1,6,T,T-SUPER,T,T-SUPER
penguin,Animals,cold,1,14,E,E-SYS,E,E-SYS
penguin,Animals,ice,1,6,S,S-OBJECT,S,S-LOC
penguin,Animals,black and white,3,6,E,E-EXSURF,E,E-EXSURF
penguin,Animals,sea,1,8,S,S-LOC,S,S-LOC
penguin,Animals,south,1,8,S,S-LOC,S,S-LOC
pepper,Vegetables,food,1,7,T,T-SUPER,T,T-SUPER
pepper,Vegetables,green,1,16,E,E-EXSURF,E,E-EXSURF
pepper,Vegetables,hot,1,12,E,E-EXSURF,E,E-INSURF
pepper,Vegetables,red,1,18,E,E-EXSURF,E,E-EXSURF
pepper,Vegetables,spice,1,8,T,T-SUPER,T,T-SUPER
pepper,Vegetables,yellow,1,10,E,E-EXSURF,E,E-EXSURF
piano,Musical instruments,grandpiano,1,7,T,T-SUBORD,T,T-SUBORD
piano,Musical instruments,nice,1,7,I,I-EVAL,I,I-EVAL
piano,Musical instruments,sound,1,5,S,S-FUNC,S,S-FUNC
piano,Musical instruments,music,1,15,S,S-FUNC,S,S-FUNC
piano,Musical instruments,keys,1,18,E,E-EXCOMP,E,E-EXCOMP
piano,Musical instruments,musical instrument,2,14,T,T-SUPER,T,T-SUPER
piano,Musical instruments,wood,1,5,E,E-MAT,E,E-MAT
picture,Objects,landscape,1,10,E,E-INCOMP,S,S-OBJECT
picture,Objects,memory,1,5,I,I-REP,I,I-REP
picture,Objects,ornament,1,5,T,T-SUPER,T,T-SYN
picture,Objects,paint,1,7,E,E-INCOMP,E,E-MAT
picture,Objects,decoration,1,7,S,S-FUNC,S,S-FUNC
picture,Objects,glass,1,6,E,E-EXCOMP,E,E-MAT
picture,Objects,wood,1,7,E,E-MAT,E,E-MAT
pig,Animals,animal,1,21,T,T-SUPER,T,T-ONT
pig,Animals,dirty,1,13,I,I-EVAL,E,E-SYS
pig,Animals,fat,1,8,E,E-EXSURF,E,E-SYS
pig,Animals,food,1,14,T,T-SUPER,S,S-FUNC
pig,Animals,good,1,6,I,I-EVAL,I,I-EVAL
pig,Animals,pigsty,1,5,S,S-LOC,S,S-LOC
pinball machine,Toys,game,1,29,T,T-SUPER,S,S-EVENT
pinball machine,Toys,fun,1,7,S,S-FUNC,I,I-EMOT
pinball machine,Toys,ball,1,15,E,E-INCOMP,E,E-EXCOMP
pineapple,Fruits,fruit,1,27,T,T-SUPER,T,T-SUPER
pineapple,Fruits,juicy,1,10,E,E-INSURF,E,E-INSURF
pineapple,Fruits,sweet,1,13,E,E-INSURF,E,E-INSURF
pineapple,Fruits,tropical,1,7,S,S-LOC,E,E-SYS
pineapple,Fruits,desserts,1,5,S,S-ACTION,S,S-OBJECT
pineapple,Fruits,good,1,16,I,I-EVAL,I,I-EVAL
pineapple,Fruits,fruit salad,2,8,S,S-ACTION,S,S-OBJECT
pineapple,Fruits,hard skin,2,5,E,E-EXCOMP,E,E-EXSURF
pipe,Accessories,element,1,6,T,T-ONT,E,E-EXCOMP
pipe,Accessories,smoked,1,21,S,S-FUNC,S,S-ACTION
pipe,Accessories,tobacco,1,12,E,E-INCOMP,S,S-OBJECT
pipe,Accessories,peace pipe,2,5,E,E-ABSTR,T,T-SYN
pitcher,Containers,juice,1,8,S,S-OBJECT,S,S-OBJECT
pitcher,Containers,fluids,1,17,S,S-FUNC,S,S-FUNC
pitcher,Containers,utensil,1,6,T,T-SUPER,T,T-SUPER
pitcher,Containers,water,1,7,E,E-INCOMP,S,S-OBJECT
pitcher,Containers,wine,1,5,S,S-OBJECT,S,S-OBJECT
pitcher,Containers,handle,1,5,E,E-EXCOMP,E,E-EXCOMP
pitcher,Containers,glass,1,12,E,E-MAT,E,E-MAT
pitcher,Containers,plastic,1,8,E,E-MAT,E,E-MAT
platypus,Animals,animal,1,25,T,T-SUPER,T,T-ONT
platypus,Animals,rare,1,8,I,I-EVAL,I,I-EVAL
platypus,Animals,beak,1,5,E,E-EXCOMP,E,E-EXCOMP
pliers,Tools,tool,1,20,T,T-SUPER,T,T-SUPER
pliers,Tools,grabing,1,5,S,S-FUNC,S,S-ACTION
pliers,Tools,surgery,1,5,S,S-FUNC,S,S-EVENT
pliers,Tools,useful,1,7,I,I-EVAL,I,I-EVAL
pliers,Tools,metal,1,10,E,E-MAT,E,E-MAT
plug,House parts,cable,1,6,S,S-OBJECT,S,S-OBJECT
plug,House parts,light,1,5,S,S-FUNC,S,S-FUNC
plug,House parts,connecting,1,6,S,S-FUNC,S,S-ACTION
plug,House parts,legs,1,6,E,E-EXCOMP,E,E-EXCOMP
plug,House parts,iron plug,2,6,E,E-WHOLE,T,T-SYN
plug,House parts,electricity,1,14,S,S-FUNC,S,S-FUNC
plug,House parts,wall,1,5,S,S-LOC,S,S-LOC
pot,Utensils,big,1,7,E,E-QUANT,E,E-QUANT
pot,Utensils,family,1,7,S,S-SOCORG,S,S-SOCORG
pot,Utensils,fire,1,7,S,S-OBJECT,S,S-OBJECT
pot,Utensils,food,1,19,S,S-OBJECT,S,S-OBJECT
pot,Utensils,stew,1,5,S,S-OBJECT,S,S-FUNC
pot,Utensils,cooking,1,5,S,S-FUNC,S,S-ACTION
pot,Utensils,kitchen,1,7,S,S-LOC,S,S-LOC
potato,Vegetables,cooked,1,5,S,S-ACTION,S,S-PHYST
potato,Vegetables,eaten,1,9,S,S-ACTION,S,S-ACTION
potato,Vegetables,foodstuff,1,9,T,T-SUPER,T,T-SUPER
potato,Vegetables,tuber,1,7,T,T-SUPER,T,T-SUBORD
potato,Vegetables,puree,1,9,S,S-ACTION,S,S-OBJECT
potato,Vegetables,french fries,2,6,S,S-ACTION,S,S-FUNC
potato,Vegetables,good,1,6,I,I-EVAL,I,I-EVAL
potato,Vegetables,earth,1,7,S,S-LOC,S,S-LOC
pretzel,Food,cookie,1,8,T,T-SUPER,T,T-COORD
pretzel,Food,food,1,9,T,T-SUPER,T,T-SUPER
pretzel,Food,salty,1,8,E,E-INSURF,E,E-INSURF
pretzel,Food,good,1,7,I,I-EVAL,I,I-EVAL
pretzel,Food,United States,2,7,S,S-LOC,S,S-LOC
propeller,Objects,airplane,1,24,E,E-WHOLE,E,E-WHOLE
propeller,Objects,helicopter,1,12,E,E-WHOLE,E,E-WHOLE
propeller,Objects,ship,1,14,E,E-WHOLE,S,S-SOCORG
propeller,Objects,flying,1,5,S,S-FUNC,S,S-FUNC
pumpkin,Vegetables,eaten,1,6,S,S-ACTION,S,S-ACTION
pumpkin,Vegetables,food,1,9,T,T-SUPER,S,S-FUNC
pumpkin,Vegetables,orange,1,8,E,E-EXSURF,E,E-EXSURF
pumpkin,Vegetables,pumpkin,1,10,T,T-COORD,T,T-SYN
pumpkin,Vegetables,sweet,1,9,E,E-INSURF,E,E-INSURF
pumpkin,Vegetables,puree,1,8,S,S-ACTION,S,S-FUNC
pumpkin,Vegetables,vegetable,1,7,T,T-SUPER,T,T-SUPER
pumpkin,Vegetables,vegetable,1,5,T,T-SUPER,T,T-SUPER
pumpkin,Vegetables,yellow,1,5,E,E-EXSURF,E,E-EXSURF
pumpkin,Vegetables,seeds,1,8,E,E-INCOMP,E,E-INCOMP
pumpkin,Vegetables,good,1,5,I,I-EVAL,I,I-EVAL
pyramid,Constructions,ancient,1,5,S,S-TIME,E,E-SYS
pyramid,Constructions,pharaoh,1,5,S,S-PERSON,S,S-PERSON
rabbit,Animals,animal,1,17,T,T-SUPER,T,T-ONT
rabbit,Animals,domestic,1,5,T,T-SUPER,E,E-SYS
rabbit,Animals,eaten,1,11,S,S-ACTION,S,S-ACTION
rabbit,Animals,jumps,1,6,E,E-BEH,E,E-BEH
rabbit,Animals,soft,1,6,E,E-EXSURF,E,E-EXSURF
rabbit,Animals,tender,1,5,E,E-SYS,E,E-SYS
rabbit,Animals,white,1,10,E,E-EXSURF,E,E-EXSURF
rabbit,Animals,eats,1,7,E,E-BEH,E,E-BEH
rabbit,Animals,ears,1,8,E,E-EXCOMP,E,E-EXCOMP
rake,Tools,tool,1,5,T,T-SUPER,T,T-ONT
rake,Tools,cleaning,1,7,S,S-FUNC,S,S-ACTION
rake,Tools,gathering,1,6,S,S-FUNC,S,S-ACTION
rake,Tools,work,1,7,S,S-FUNC,S,S-ACTION
rake,Tools,teeth,1,9,E,E-INCOMP,E,E-EXCOMP
rake,Tools,leaves,1,5,S,S-FUNC,S,S-OBJECT
rake,Tools,iron,1,5,E,E-MAT,E,E-MAT
rat,Animals,animal,1,16,T,T-SUPER,T,T-ONT
rat,Animals,dangerous,1,13,I,I-EVAL,E,E-SYS
rat,Animals,dirty,1,7,I,I-EVAL,E,E-SYS
rat,Animals,disgusting,1,10,I,I-EVAL,I,I-EVAL
rat,Animals,gray,1,5,E,E-EXSURF,E,E-EXSURF
rat,Animals,illness,1,12,I,I-CONTIN,E,E-SYS
rat,Animals,rodent,1,14,T,T-SUPER,T,T-SUPER
rat,Animals,ugly,1,6,I,I-EVAL,E,E-SYS
rat,Animals,tail,1,6,E,E-EXCOMP,E,E-EXCOMP
ray,Animals,animal,1,6,T,T-SUPER,T,T-ONT
ray,Animals,catched,1,7,S,S-ACTION,S,S-ACTION
ray,Animals,eaten,1,12,S,S-ACTION,S,S-ACTION
ray,Animals,fish,1,8,T,T-SUPER,T,T-SYN
ray,Animals,poisonous,1,5,E,E-SYS,E,E-SYS
ray,Animals,swims,1,6,E,E-BEH,E,E-BEH
ray,Animals,tail,1,9,E,E-EXCOMP,E,E-EXCOMP
ray,Animals,sea,1,12,S,S-LOC,S,S-LOC
ray,Animals,water,1,7,S,S-LOC,S,S-LOC
record player,Devices,ancient,1,15,S,S-TIME,E,E-SYS
record player,Devices,dance,1,5,S,S-EVENT,S,S-FUNC
record player,Devices,disks,1,8,S,S-OBJECT,S,S-FUNC
record player,Devices,music,1,13,S,S-FUNC,S,S-SOCART
record player,Devices,listening,1,5,S,S-FUNC,S,S-FUNC
record player,Devices,pick,1,5,E,E-EXCOMP,E,E-EXCOMP
refrigerator,Devices,cools,1,7,E,E-BEH,S,S-FUNC
refrigerator,Devices,food,1,6,S,S-OBJECT,S,S-OBJECT
refrigerator,Devices,food,1,5,S,S-OBJECT,S,S-OBJECT
refrigerator,Devices,freezes,1,5,E,E-BEH,S,S-FUNC
refrigerator,Devices,preserving,1,6,S,S-FUNC,S,S-FUNC
refrigerator,Devices,white,1,11,E,E-EXSURF,E,E-EXSURF
refrigerator,Devices,cold,1,9,E,E-BEH,E,E-SYS
refrigerator,Devices,freezer,1,5,E,E-EXCOMP,E,E-EXCOMP
rhea,Animals,animal,1,14,T,T-SUPER,T,T-ONT
rhea,Animals,big,1,7,E,E-QUANT,E,E-QUANT
rhea,Animals,bird,1,13,T,T-SUPER,T,T-SYN
rhea,Animals,fast,1,13,E,E-SYS,E,E-SYS
rhea,Animals,runs,1,10,E,E-BEH,E,E-BEH
rhea,Animals,feathers,1,11,E,E-EXCOMP,E,E-EXCOMP
rhea,Animals,eggs,1,10,E,E-BEH,E,E-EXCOMP
rhinoceros,Animals,animal,1,16,T,T-SUPER,T,T-ONT
rhinoceros,Animals,big,1,18,E,E-QUANT,E,E-SYS
rhinoceros,Animals,gray,1,12,E,E-EXSURF,E,E-EXSURF
rhinoceros,Animals,herbivorous,1,5,T,T-SUPER,E,E-BEH
rhinoceros,Animals,wild,1,8,E,E-SYS,E,E-SYS
rhinoceros,Animals,horn,1,10,E,E-EXCOMP,E,E-EXCOMP
rhinoceros,Animals,jungle,1,7,S,S-LOC,S,S-LOC
ring,Accessories,jewel,1,6,T,T-SUPER,T,T-SUPER
ring,Accessories,ornament,1,5,T,T-SUPER,T,T-SUPER
ring,Accessories,round,1,8,E,E-EXSURF,E,E-EXSURF
ring,Accessories,finger,1,8,S,S-LOC,S,S-LOC
ring,Accessories,commitment,1,10,S,S-SOCART,I,I-REP
ring,Accessories,wedding ring,2,8,T,T-SUBORD,T,T-SUBORD
ring,Accessories,gold,1,14,E,E-MAT,E,E-MAT
ring,Accessories,platinum,1,5,E,E-MAT,E,E-MAT
ring,Accessories,silver,1,7,E,E-MAT,E,E-MAT
rocket,Vehicles,fast,1,9,E,E-SYS,E,E-SYS
rocket,Vehicles,noisy,1,6,E,E-SYS,E,E-SYS
rocket,Vehicles,spatial,1,5,T,T-SUBORD,S,S-SPAT
rocket,Vehicles,speed,1,5,E,E-SYS,E,E-SYS
rocket,Vehicles,travel,1,5,S,S-FUNC,S,S-FUNC
rocket,Vehicles,moon,1,6,E,E-BEH,S,S-LOC
rocket,Vehicles,transportation,1,6,T,T-SUPER,S,S-FUNC
rocket,Vehicles,space,1,11,S,S-LOC,S,S-LOC
rocking chair,Furniture,chair,1,6,T,T-SUPER,T,T-SUPER
rocking chair,Furniture,comfortable,1,6,I,I-EVAL,E,E-SYS
rocking chair,Furniture,grandmothers,1,14,S,S-PERSON,S,S-PERSON
rocking chair,Furniture,relaxing,1,9,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,resting,1,7,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,rocking,1,6,S,S-FUNC,S,S-ACTION
rocking chair,Furniture,sleeping,1,7,S,S-FUNC,S,S-FUNC
rocking chair,Furniture,wicker,1,5,E,E-MAT,E,E-MAT
rocking chair,Furniture,wood,1,10,E,E-MAT,E,E-MAT
roller skate,Objects,sport,1,11,T,T-SUPER,S,S-EVENT
roller skate,Objects,sliding,1,9,S,S-FUNC,S,S-ACTION
roller skate,Objects,ice,1,5,S,S-LOC,S,S-LOC
roller skate,Objects,wheels,1,17,E,E-EXCOMP,E,E-EXCOMP
rolling pin,Utensils,dough,1,6,S,S-OBJECT,S,S-FUNC
rolling pin,Utensils,hard,1,6,E,E-EXSURF,E,E-SYS
rolling pin,Utensils,kneading,1,9,S,S-FUNC,S,S-ACTION
rolling pin,Utensils,pasta,1,8,S,S-FUNC,S,S-OBJECT
rolling pin,Utensils,useful,1,5,I,I-EVAL,S,S-FUNC
rolling pin,Utensils,utensil,1,7,T,T-SUPER,T,T-SUPER
rolling pin,Utensils,wood,1,17,E,E-MAT,E,E-MAT
rolling pin,Utensils,kitchen,1,17,S,S-LOC,S,S-LOC
rooster,Animals,animal,1,7,T,T-SUPER,T,T-ONT
rooster,Animals,bird,1,12,T,T-SUPER,T,T-ONT
rooster,Animals,hen,1,9,T,T-COORD,T,T-COORD
rooster,Animals,henhouse,1,10,S,S-LOC,S,S-LOC
rooster,Animals,sings,1,15,E,E-BEH,E,E-BEH
rooster,Animals,feathers,1,10,E,E-EXCOMP,E,E-EXCOMP
rooster,Animals,comb,1,12,E,E-EXCOMP,E,E-EXCOMP
rooster,Animals,countryside,1,8,S,S-LOC,S,S-LOC
rope,Objects,long,1,6,E,E-QUANT,E,E-QUANT
rope,Objects,string,1,5,T,T-SYN,T,T-SYN
rope,Objects,hanging,1,6,S,S-FUNC,S,S-ACTION
rope,Objects,clothes,1,6,E,E-MAT,S,S-OBJECT
rope,Objects,jumping,1,14,S,S-FUNC,S,S-ACTION
rope,Objects,tying,1,18,S,S-FUNC,S,S-FUNC
rose,Plants,flower,1,18,T,T-SUPER,T,T-ONT
rose,Plants,nice,1,10,S,S-ACTION,I,I-EVAL
rose,Plants,nice,1,8,S,S-ACTION,I,I-EVAL
rose,Plants,nice,1,10,I,I-EVAL,I,I-EVAL
rose,Plants,nice,1,8,I,I-EVAL,I,I-EVAL
rose,Plants,present,1,5,I,I-REP,S,S-OBJECT
rose,Plants,colors,1,10,E,E-EXSURF,E,E-EXSURF
rose,Plants,perfume,1,14,E,E-EXSURF,S,S-FUNC
rose,Plants,thorns,1,5,E,E-EXCOMP,E,E-EXCOMP
rose,Plants,love,1,5,S,S-SOCART,I,I-EMOT
rose,Plants,garden,1,11,S,S-LOC,S,S-LOC
rugby ball,Objects,oval,1,19,E,E-EXSURF,E,E-EXSURF
rugby ball,Objects,playing,1,12,S,S-FUNC,S,S-FUNC
rugby ball,Objects,playing,1,8,S,S-FUNC,S,S-FUNC
rugby ball,Objects,leather,1,13,E,E-MAT,E,E-MAT
ruler,Utensils,measuring,1,13,S,S-FUNC,S,S-FUNC
ruler,Utensils,number,1,6,E,E-EXSURF,S,S-FUNC
ruler,Utensils,plastic,1,6,E,E-MAT,E,E-MAT
ruler,Utensils,wood,1,7,E,E-MAT,E,E-MAT
saddle,Objects,mounting,1,10,S,S-FUNC,S,S-ACTION
saddle,Objects,stirrups,1,10,E,E-EXCOMP,E,E-EXCOMP
saddle,Objects,leather,1,16,E,E-MAT,E,E-MAT
saddle,Objects,riding,1,26,S,S-FUNC,S,S-ACTION
safe,Containers,documents,1,5,S,S-OBJECT,S,S-OBJECT
safe,Containers,jewelry,1,5,S,S-OBJECT,S,S-FUNC
safe,Containers,money,1,13,S,S-OBJECT,S,S-OBJECT
safe,Containers,safety,1,23,S,S-SOCART,S,S-FUNC
safe,Containers,storing,1,21,S,S-FUNC,S,S-FUNC
safe,Containers,key,1,7,E,E-SYS,S,S-OBJECT
safe,Containers,metal,1,5,E,E-MAT,E,E-MAT
safe,Containers,bank,1,7,S,S-LOC,S,S-BUILD
sailboat,Vehicles,has_sail,1,7,E,E-EXCOMP,E,E-EXCOMP
sailboat,Vehicles,ship,1,7,T,T-SUPER,T,T-SYN
sailboat,Vehicles,wind,1,6,I,I-CONTIN,S,S-OBJECT
sailboat,Vehicles,sea,1,14,S,S-LOC,S,S-LOC
salt shaker,Utensils,container,1,7,T,T-SUPER,T,T-ONT
salt shaker,Utensils,flavor,1,5,S,S-FUNC,S,S-FUNC
salt shaker,Utensils,food,1,9,S,S-OBJECT,S,S-OBJECT
salt shaker,Utensils,salting,1,6,S,S-FUNC,S,S-FUNC
salt shaker,Utensils,salt,1,18,E,E-INCOMP,E,E-INCOMP
salt shaker,Utensils,holes,1,5,E,E-EXSURF,E,E-EXCOMP
salt shaker,Utensils,spices,1,5,E,E-INCOMP,S,S-SOCART
salt shaker,Utensils,glass,1,10,E,E-MAT,E,E-MAT
salt shaker,Utensils,table,1,6,S,S-SPAT,S,S-LOC
sandwich,Food,convenient,1,7,I,I-EVAL,I,I-EVAL
sandwich,Food,fast,1,5,E,E-SYS,S,S-MANNER
sandwich,Food,food,1,13,T,T-SUPER,T,T-SUPER
sandwich,Food,foodstuff,1,5,T,T-SUPER,T,T-SYN
sandwich,Food,picnic,1,6,S,S-EVENT,S,S-EVENT
sandwich,Food,varied,1,5,T,T-SUBORD,E,E-INSURF
sandwich,Food,bread,1,12,E,E-EXCOMP,E,E-EXCOMP
sandwich,Food,good,1,20,I,I-EVAL,I,I-EVAL
sandwich,Food,cold meat,2,9,E,E-EXCOMP,E,E-INCOMP
sandwich,Food,ham and cheese,3,6,E,E-INCOMP,E,E-EXCOMP
saw,Tools,carpenter,1,6,S,S-PERSON,S,S-PERSON
saw,Tools,tool,1,17,T,T-SUPER,T,T-SYN
saw,Tools,cutting,1,17,S,S-FUNC,S,S-ACTION
saw,Tools,grip,1,5,E,E-EXCOMP,E,E-EXCOMP
saw,Tools,teeth,1,6,E,E-INCOMP,E,E-EXCOMP
saw,Tools,cutting,1,16,S,S-FUNC,S,S-ACTION
saw,Tools,metal,1,7,E,E-MAT,E,E-MAT
saw,Tools,cutting,1,6,S,S-FUNC,S,S-ACTION
saxophone,Musical instruments,band,1,6,S,S-SOCORG,S,S-SOCORG
saxophone,Musical instruments,golden,1,7,E,E-EXSURF,E,E-EXSURF
saxophone,Musical instruments,music,1,21,S,S-FUNC,S,S-EVENT
saxophone,Musical instruments,orchestra,1,7,E,E-WHOLE,S,S-SOCORG
saxophone,Musical instruments,sound,1,5,S,S-FUNC,E,E-ABSTR
saxophone,Musical instruments,musical instrument,2,20,T,T-SUPER,T,T-SUPER
saxophone,Musical instruments,wind musical intrument,3,11,T,T-SUPER,T,T-SUPER
scale,Devices,balance,1,5,E,E-ABSTR,S,S-FUNC
scale,Devices,weighing,1,22,S,S-FUNC,S,S-FUNC
scissors,Utensils,dressmaker,1,6,S,S-PERSON,S,S-PERSON
scissors,Utensils,sharp,1,15,E,E-EXSURF,E,E-SYS
scissors,Utensils,cutting,1,27,S,S-FUNC,S,S-FUNC
scissors,Utensils,useful,1,5,I,I-EVAL,I,I-EVAL
scissors,Utensils,cutting,1,6,S,S-FUNC,S,S-FUNC
scissors,Utensils,cutting,1,5,S,S-FUNC,S,S-FUNC
scissors,Utensils,cutting,1,6,S,S-FUNC,S,S-FUNC
scissors,Utensils,metal,1,9,E,E-MAT,E,E-MAT
scorpion,Animals,animal,1,15,T,T-SUPER,T,T-ONT
scorpion,Animals,bites,1,6,E,E-BEH,E,E-BEH
scorpion,Animals,dangerous,1,13,I,I-EVAL,E,E-SYS
scorpion,Animals,insect,1,9,T,T-SUPER,T,T-ONT
scorpion,Animals,poisonous,1,18,E,E-SYS,E,E-SYS
scorpion,Animals,rocks,1,5,S,S-LOC,S,S-LOC
screw,Tools,screwdriver,1,5,S,S-OBJECT,S,S-OBJECT
screw,Tools,tool,1,15,T,T-SUPER,T,T-SUPER
screw,Tools,fastenning,1,6,S,S-FUNC,S,S-FUNC
screw,Tools,furniture,1,5,S,S-OBJECT,S,S-OBJECT
screw,Tools,joining,1,10,S,S-FUNC,S,S-FUNC
screw,Tools,useful,1,7,I,I-EVAL,I,I-EVAL
screw,Tools,metal,1,18,E,E-MAT,E,E-MAT
screwdriver,Tools,screw,1,20,S,S-OBJECT,S,S-OBJECT
screwdriver,Tools,tool,1,18,T,T-SUPER,T,T-SUPER
screwdriver,Tools,screws,1,5,S,S-FUNC,S,S-FUNC
screwdriver,Tools,wood,1,5,S,S-OBJECT,S,S-ACTION
screwdriver,Tools,work,1,9,E,E-SYS,S,S-FUNC
screwdriver,Tools,metal,1,5,E,E-MAT,E,E-MAT
sea horse,Animals,animal,1,6,T,T-SUPER,T,T-ONT
sea horse,Animals,fish,1,9,T,T-SUPER,T,T-SUPER
sea horse,Animals,love,1,7,S,S-SOCART,I,I-EMOT
sea horse,Animals,nice,1,9,I,I-EVAL,I,I-EVAL
sea horse,Animals,small,1,10,E,E-QUANT,E,E-SYS
sea horse,Animals,sea,1,10,S,S-LOC,S,S-LOC
sea horse,Animals,water,1,9,S,S-LOC,S,S-LOC
sea wolfe,Animals,animal,1,12,T,T-SUPER,T,T-SUPER
sea wolfe,Animals,black,1,5,E,E-EXSURF,E,E-EXSURF
sea wolfe,Animals,wiskers,1,6,E,E-EXCOMP,E,E-EXCOMP
sea wolfe,Animals,unpleasant,1,9,I,I-EVAL,I,I-EVAL
sea wolfe,Animals,sea,1,15,S,S-LOC,S,S-LOC
seal,Animals,animal,1,22,T,T-SUPER,T,T-ONT
seal,Animals,mammal,1,6,T,T-SUPER,T,T-SUPER
seal,Animals,swims,1,6,E,E-BEH,E,E-BEH
seal,Animals,eats,1,6,E,E-BEH,E,E-BEH
seal,Animals,fins,1,5,E,E-EXCOMP,E,E-EXCOMP
seal,Animals,wiskers,1,7,E,E-EXCOMP,E,E-EXCOMP
seal,Animals,sea,1,17,S,S-LOC,S,S-LOC
seal,Animals,water,1,11,S,S-LOC,S,S-LOC
shark,Animals,aggressive,1,8,E,E-SYS,E,E-SYS
shark,Animals,animal,1,6,T,T-SUPER,T,T-ONT
shark,Animals,big,1,13,E,E-QUANT,E,E-SYS
shark,Animals,catched,1,5,S,S-ACTION,S,S-ACTION
shark,Animals,dangerous,1,5,I,I-EVAL,E,E-SYS
shark,Animals,fear,1,6,I,I-EVAL,I,I-EMOT
shark,Animals,fish,1,7,T,T-SUPER,T,T-SUPER
shark,Animals,movie,1,5,S,S-SOCART,S,S-SOCART
shark,Animals,white,1,5,E,E-EXSURF,E,E-EXSURF
shark,Animals,teeth,1,9,E,E-INCOMP,E,E-EXCOMP
shark,Animals,sea,1,13,S,S-LOC,S,S-LOC
shark,Animals,water,1,5,S,S-LOC,S,S-LOC
sheep,Animals,animal,1,14,T,T-SUPER,T,T-ONT
sheep,Animals,fabric,1,5,S,S-OBJECT,S,S-OBJECT
sheep,Animals,good,1,9,I,I-EVAL,I,I-EVAL
